Epl.,Aufgaben-block,Aggregat,Kapitel,Einnahme /Ausgabe,Haupt-Gr.,Obergruppe,Gruppe,Titel.endn.,Finanzposition,Finanzstelle AOB,Zweckbestimmung,Funktion,Übertragbar,Leertitel,wgf Ansatz,Wegfall ab Gjahr,Deckungsring,E/A- Verknüpfung,E/A-Vermerk,Titelzuordnung,Aus Zuweisung,Sonderkenn-zeichen,Budget-titel = x,NSM-Titel = x,Zuwendungsanteil,Perskosten-anteil,Hafenanteil,Istergebnis VVVJ,Istergebnis VVJ,Reste VVJ ,"fortgeschr. Ansatz KM VJ (inkl. Nachbewilligung)","Nachbewilligungen KM VJ",Grundbew. GJ,"Ansatz KM GJ",VE GJ,Veränderung KM GJ ./. VJ,Ab-weichung in % ,Grundbew GJ+1,Ansatz KM GJ+1,VE GJ+1,Änd KM GJ+1./.GJ,Ab-weichung in % ,"15/26 LHO Merkmal, AöR",Personalkostenvolumen Zuwendung GJ,Zuwendungs-volumen VJ,Zuwendungs-volumen GJ,freies Merkmal
040,04001,23100,4000,AUS,7,70,701,56,04.0.4000.701.56,40.0.00000,Baumaßnahmen im Zusammenhang mit IT-Vorhaben  ,219,X,X,,,,,,0040/IUK,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
040,04001,23100,4000,AUS,7,79,799,01,04.0.4000.799.01,40.0.00000,"Vergütungen an Vertragsarchitektinnen, -architek- ten, -ingenieurinnen, -ingenieure, Sachverständige und dergleichen",219,X,X,,,EDK-040-25,,,,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
040,04001,23100,4000,AUS,8,81,812,01,04.0.4000.812.01,40.0.00000,Neu- und Ersatzbeschaffung von technischen Geräten  ,219,X,,,,EDK-040-25,,,,,0000,,,000,000,000,"71,937.29 ",0.00 ,"70,000.00 ","30,000 ",0 ,"30,000 ","30,000 ",0 ,0 ,0.0,"30,000 ","30,000 ",0 ,0 ,0.00,,0,0,0,
040,04001,23100,4000,AUS,8,81,812,05,04.0.4000.812.05,40.0.00000,Einrichtung von Arbeitsplätzen aus den Mitteln des Sondervermögens Ausgleichsabgabe inklusive Hamburger Mittel,219,X,,,,,3EMA11AUS,MA = E,,,0000,,,000,000,000,"22,496.95 ","31,517.67 ","30,009.86 ","5,000 ",0 ,"5,000 ","5,000 ",0 ,0 ,0.0,"5,000 ","5,000 ",0 ,0 ,0.00,,0,0,0,
040,04001,23100,4000,AUS,8,81,812,54,04.0.4000.812.54,40.0.00000,Ausbau der IT-Infrastruktur zur Modernisierung der Verwaltung ,219,X,X,,,,,,0040/IUK,,0000,,,000,000,000,0.00 ,0.00 ,"435,374.91 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
040,04001,23100,4000,AUS,8,81,812,55,04.0.4000.812.55,40.0.00000,Investitionsausgaben im Zusammenhang mit Jus-IT- Maßnahmen ,219,X,X,,,,,,0040/IUK,,0000,,,000,000,000,0.00 ,"9,475,774.66 ","6,225.34 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
040,04001,23100,4000,AUS,8,81,812,56,04.0.4000.812.56,40.0.00000,Investitionsausgaben im Zusammenhang mit IT- Maßnahmen in der BASFI ,219,X,X,,,,3EMA12AUS,MA = E,0040/IUK,,0000,,,000,000,000,"8,691,917.88 ","180,731.32 ","74,317.68 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
040,04001,23100,4000,AUS,8,81,812,66,04.0.4000.812.66,40.0.00000,Investitionsausgaben im Zusammenhang mit IT- Maßnahmen des Projekts Doppik ab 2012 in der BASFI,219,X,X,,,,3EMA12AUS,MA = E,,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
040,04001,23200,4000,AUS,8,89,893,80,04.0.4000.893.80,40.0.00000,Investitionen im Rahmen der Hamburger Konjunkturoffensive (Bundeskonjunkturpaket II) ,692,X,,X,2013,,,,,,0000,,,000,000,000,"9,072,159.61 ","3,952,840.39 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
040,04001,21400,4000,AUS,9,97,971,01,04.0.4000.971.01,40.0.00000,Zuweisungen für EU-Komplementärmittel  ,290,X,X,,,,,,,,0000,X,,000,000,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
040,04001,21400,4000,AUS,9,97,972,01,04.0.4000.972.01,40.0.00000,Globale Minderausgabe aus Bewirtschaftung  ,219,X,,,,,,,,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,0 ,0 ,"-48,643,000 ","-48,643,000 ",0 ,"-48,643,000 ",100.0,"-50,343,000 ","-50,343,000 ",0 ,"-1,700,000 ",3.49,,0,0,0,
040,04001,11200,4010,EIN,1,11,111,61,04.0.4010.111.61,40.0.00000,Gebühren  ,235,,,,,,3MEM10EINA,ME = MA,,,0000,,X,000,000,000,"-599,735.49 ","-957,220.42 ",0.00 ,"-250,000 ",0 ,"-250,000 ","-250,000 ",0 ,0 ,0.0,"-250,000 ","-250,000 ",0 ,0 ,0.00,,0,0,0,
040,04001,21120,4010,AUS,4,41,412,61,04.0.4010.412.61,40.0.00000,Aufwandsentschädigungen für ehrenamtliche Mitarbeiterinnen und Mitarbeiter ,235,X,,,,TGR-040-4010-Z61,3MEM12AUS,MA = ME,4010/Z61,,1900,,,000,100,000,"470,416.28 ","493,508.90 ","24,611.52 ","480,000 ",0 ,"480,000 ","480,000 ",0 ,0 ,0.0,"480,000 ","480,000 ",0 ,0 ,0.00,,"480,000",0,0,
040,04001,21112,4010,AUS,4,42,422,61,04.0.4010.422.61,97.0.00000,"Bezüge der Beamtinnen, Beamten, Richterinnen und Richter ",235,X,X,,,TGR-040-4010-Z61,3MEM12AUS,MA = ME,4010/Z61,,0000,X,X,000,100,000,0.00 ,0.00 ,"45,506.00 ","45,000 ",0 ,"48,000 ","48,000 ",0 ,"3,000 ",6.3,"49,000 ","49,000 ",0 ,"1,000 ",2.08,,"48,000",0,0,
040,04001,21112,4010,AUS,4,42,422,61,04.0.4010.422.61,40.0.00000,"Bezüge der Beamtinnen, Beamten, Richterinnen und Richter ",235,X,X,,,TGR-040-4010-Z61,3MEM12AUS,MA = ME,4010/Z61,,0000,X,X,000,100,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
040,04001,21111,4010,AUS,4,42,427,91,04.0.4010.427.91,40.0.00000,"Beschäftigungsentgelte, Aufwendungen für nebenamtlich und nebenberuflich Tätige ",290,X,X,,,KRD-040,,,0020/KRD,,0000,,,000,100,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
040,04001,21111,4010,AUS,4,42,427,91,04.0.4010.427.91,97.0.00000,"Beschäftigungsentgelte, Aufwendungen für nebenamtlich und nebenberuflich Tätige ",290,X,X,,,KRD-040,,,0020/KRD,,0000,,,000,100,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
040,04001,21112,4010,AUS,4,42,428,61,04.0.4010.428.61,40.0.00000,Entgelte der Arbeitnehmerinnen und Arbeitnehmer  ,235,X,,,,TGR-040-4010-Z61,3MEM12AUS,MA = ME,4010/Z61,,0000,X,X,000,100,000,"-4,717.96 ",-40.50 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
040,04001,21112,4010,AUS,4,42,428,61,04.0.4010.428.61,97.0.00000,Entgelte der Arbeitnehmerinnen und Arbeitnehmer  ,235,X,,,,TGR-040-4010-Z61,3MEM12AUS,MA = ME,4010/Z61,,0000,X,X,000,100,000,"697,381.51 ","625,007.47 ","433,759.53 ","424,000 ",0 ,"443,000 ","443,000 ",0 ,"19,000 ",4.3,"444,000 ","444,000 ",0 ,"1,000 ",0.23,,"443,000",0,0,
040,04001,21112,4010,AUS,4,43,432,61,04.0.4010.432.61,97.0.00000,"Kostenanteil an den Versorgungsbezügen der Beamtinnen, Beamte, Richterinnen und Richter ",018,X,X,,,TGR-040-4010-Z61,3MEM12AUS,MA = ME,4010/Z61,,0000,X,X,000,100,000,0.00 ,0.00 ,"14,152.00 ","14,000 ",0 ,"14,000 ","14,000 ",0 ,0 ,0.0,"15,000 ","15,000 ",0 ,"1,000 ",7.14,,"14,000",0,0,
040,04001,21112,4010,AUS,4,43,432,61,04.0.4010.432.61,40.0.00000,"Kostenanteil an den Versorgungsbezügen der Beamtinnen, Beamte, Richterinnen und Richter ",018,X,X,,,TGR-040-4010-Z61,3MEM12AUS,MA = ME,4010/Z61,,0000,X,X,000,100,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
040,04001,21130,4010,AUS,4,43,432,93,04.0.4010.432.93,97.0.00000,"Versorgungsbezüge der Beamtinnen, Beamten, Richterinnen und Richter ",018,,,,,,,,0040/KRV,,0000,,,000,000,000,"82,166.44 ","79,159.79 ",0.00 ,"63,000 ",0 ,"62,000 ","62,000 ",0 ,"-1,000 ",-1.6,"61,000 ","61,000 ",0 ,"-1,000 ",-1.61,,0,0,0,
040,04001,21112,4010,AUS,4,43,438,61,04.0.4010.438.61,97.0.00000,Kostenanteil an den Versorgungsbezügen der Arbeitnehmerinnen und Arbeitnehmer ,018,X,,,,TGR-040-4010-Z61,3MEM12AUS,MA = ME,4010/Z61,,0000,X,X,000,100,000,"62,316.36 ","55,387.64 ","40,737.86 ","39,000 ",0 ,"40,000 ","40,000 ",0 ,"1,000 ",2.5,"40,000 ","40,000 ",0 ,0 ,0.00,,"40,000",0,0,
040,04001,21112,4010,AUS,4,43,438,61,04.0.4010.438.61,40.0.00000,Kostenanteil an den Versorgungsbezügen der Arbeitnehmerinnen und Arbeitnehmer ,018,X,,,,TGR-040-4010-Z61,3MEM12AUS,MA = ME,4010/Z61,,0000,X,X,000,100,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
040,04001,21130,4010,AUS,4,43,438,93,04.0.4010.438.93,97.0.00000,Versorgungsbezüge der Arbeitnehmerinnen und Arbeitnehmer ,018,,,,,,,,0040/KRV,,0000,,,000,000,000,"-22,909.24 ","-10,559.69 ",0.00 ,"-5,000 ",0 ,"7,000 ","7,000 ",0 ,"12,000 ",171.4,"8,000 ","8,000 ",0 ,"1,000 ",14.29,,0,0,0,
040,04001,21112,4010,AUS,4,44,441,61,04.0.4010.441.61,97.0.00000,Kostenanteil an den Beihilfen  ,840,X,X,,,TGR-040-4010-Z61,3MEM12AUS,MA = ME,4010/Z61,,0000,X,X,000,100,000,0.00 ,0.00 ,"2,020.00 ","2,000 ",0 ,"2,000 ","2,000 ",0 ,0 ,0.0,"2,000 ","2,000 ",0 ,0 ,0.00,,"2,000",0,0,
040,04001,21112,4010,AUS,4,44,441,61,04.0.4010.441.61,40.0.00000,Kostenanteil an den Beihilfen  ,840,X,X,,,TGR-040-4010-Z61,3MEM12AUS,MA = ME,4010/Z61,,0000,X,X,000,100,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
040,04001,21120,4010,AUS,4,44,441,92,04.0.4010.441.92,40.0.00000,Beihilfen  ,840,,X,,,KRN-040,,,0031/KRN,,0000,,,000,100,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
040,04001,21120,4010,AUS,4,44,441,92,04.0.4010.441.92,97.0.00000,Beihilfen  ,840,,X,,,KRN-040,,,0031/KRN,,0000,,,000,100,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
040,04001,21120,4010,AUS,4,44,443,92,04.0.4010.443.92,40.0.00000,Fürsorgeleistungen und Unterstützungen  ,840,,X,,,KRN-040,,,0031/KRN,,0000,,,000,100,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
040,04001,21120,4010,AUS,4,44,443,92,04.0.4010.443.92,97.0.00000,Fürsorgeleistungen und Unterstützungen  ,840,,X,,,KRN-040,,,0031/KRN,,0000,,,000,100,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
040,04001,21130,4010,AUS,4,44,446,93,04.0.4010.446.93,97.0.00000,"Beihilfen in Krankheitsfällen u.a. für Versorgungsempfängerinnen, Versorgungsempfänger ",018,,,,,,,,0040/KRV,,0000,,,000,000,000,"11,866.21 ","10,673.24 ",0.00 ,"11,000 ",0 ,"11,000 ","11,000 ",0 ,0 ,0.0,"11,000 ","11,000 ",0 ,0 ,0.00,,0,0,0,
040,04001,21120,4010,AUS,4,45,451,92,04.0.4010.451.92,40.0.00000,Zuschüsse zur Gemeinschaftsverpflegung und zu Gemeinschaftsveranstaltungen sowie für soziale Einrichtungen,840,,X,,,KRN-040,,,0032/KRN,,0000,,,000,100,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
040,04001,21120,4010,AUS,4,45,451,92,04.0.4010.451.92,97.0.00000,Zuschüsse zur Gemeinschaftsverpflegung und zu Gemeinschaftsveranstaltungen sowie für soziale Einrichtungen,840,,X,,,KRN-040,,,0032/KRN,,0000,,,000,100,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
040,04001,21120,4010,AUS,4,45,453,92,04.0.4010.453.92,40.0.00000,"Trennungsgeld, Umzugskostenvergütungen  ",840,,X,,,KRN-040,,,0032/KRN,,0000,,,000,100,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
040,04001,21120,4010,AUS,4,45,459,92,04.0.4010.459.92,40.0.00000,Sonstige personalbezogene Sachausgaben  ,840,,X,,,KRN-040,,,0032/KRN,,0000,,,000,100,000,0.00 ,183.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
040,04001,21120,4010,AUS,4,45,459,92,04.0.4010.459.92,97.0.00000,Sonstige personalbezogene Sachausgaben  ,840,,X,,,KRN-040,,,0032/KRN,,0000,,,000,100,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
040,04001,21340,4010,AUS,5,51,511,61,04.0.4010.511.61,40.0.00000,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände und sonstige Gebrauchsgegenstände",235,X,,,,TGR-040-4010-Z61,3MEM12AUS,MA = ME,4010/Z61,,0000,X,X,000,000,000,"59,316.69 ","39,131.21 ","14,985.20 ","60,000 ",0 ,"47,000 ","47,000 ",0 ,"-13,000 ",-27.7,"47,000 ","47,000 ",0 ,0 ,0.00,,0,0,0,
040,04001,21340,4010,AUS,5,51,511,61,04.0.4010.511.61,82.0.00000,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände und sonstige Gebrauchsgegenstände",235,X,,,,TGR-040-4010-Z61,3MEM12AUS,MA = ME,4010/Z61,,0000,X,X,000,000,000,"1,000.00 ","1,000.00 ",0.00 ,"1,000 ",0 ,"1,000 ","1,000 ",0 ,0 ,0.0,"1,000 ","1,000 ",0 ,0 ,0.00,,0,0,0,
040,04001,21340,4010,AUS,5,51,511,61,04.0.4010.511.61,83.0.00000,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände und sonstige Gebrauchsgegenstände",235,X,,,,TGR-040-4010-Z61,3MEM12AUS,MA = ME,4010/Z61,,0000,X,X,000,000,000,"1,000.00 ","1,000.00 ",0.00 ,"1,000 ",0 ,"1,000 ","1,000 ",0 ,0 ,0.0,"1,000 ","1,000 ",0 ,0 ,0.00,,0,0,0,
040,04001,21340,4010,AUS,5,51,511,61,04.0.4010.511.61,84.0.00000,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände und sonstige Gebrauchsgegenstände",235,X,,,,TGR-040-4010-Z61,3MEM12AUS,MA = ME,4010/Z61,,0000,X,X,000,000,000,"1,000.00 ","1,000.00 ",0.00 ,"1,000 ",0 ,"1,000 ","1,000 ",0 ,0 ,0.0,"1,000 ","1,000 ",0 ,0 ,0.00,,0,0,0,
040,04001,21340,4010,AUS,5,51,511,61,04.0.4010.511.61,86.0.00000,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände und sonstige Gebrauchsgegenstände",235,X,,,,TGR-040-4010-Z61,3MEM12AUS,MA = ME,4010/Z61,,0000,X,X,000,000,000,0.00 ,0.00 ,0.00 ,"2,000 ",0 ,"1,000 ","1,000 ",0 ,"-1,000 ",-100.0,"1,000 ","1,000 ",0 ,0 ,0.00,,0,0,0,
040,04001,21340,4010,AUS,5,51,511,61,04.0.4010.511.61,87.0.00000,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände und sonstige Gebrauchsgegenstände",235,X,,,,TGR-040-4010-Z61,3MEM12AUS,MA = ME,4010/Z61,,0000,X,X,000,000,000,0.00 ,0.00 ,0.00 ,"1,000 ",0 ,"1,000 ","1,000 ",0 ,0 ,0.0,"1,000 ","1,000 ",0 ,0 ,0.00,,0,0,0,
040,04001,21340,4010,AUS,5,51,511,61,04.0.4010.511.61,88.0.00000,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände und sonstige Gebrauchsgegenstände",235,X,,,,TGR-040-4010-Z61,3MEM12AUS,MA = ME,4010/Z61,,0000,X,X,000,000,000,"1,000.00 ",729.20 ,0.00 ,"1,000 ",0 ,"1,000 ","1,000 ",0 ,0 ,0.0,"1,000 ","1,000 ",0 ,0 ,0.00,,0,0,0,
040,04001,21340,4010,AUS,5,51,511,61,04.0.4010.511.61,81.0.00000,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände und sonstige Gebrauchsgegenstände",235,X,,,,TGR-040-4010-Z61,3MEM12AUS,MA = ME,4010/Z61,,0000,X,X,000,000,000,0.00 ,0.00 ,0.00 ,0 ,0 ,"1,000 ","1,000 ",0 ,"1,000 ",100.0,"1,000 ","1,000 ",0 ,0 ,0.00,,0,0,0,
040,04001,21340,4010,AUS,5,51,517,61,04.0.4010.517.61,40.0.00000,Bewirtschaftung der Grundstücke  ,235,X,,,,TGR-040-4010-Z61,3MEM12AUS,MA = ME,4010/Z61,,0000,X,X,000,000,000,"5,907.69 ","14,391.68 ","47,998.69 ","16,000 ",0 ,"13,000 ","13,000 ",0 ,"-3,000 ",-23.1,"13,000 ","13,000 ",0 ,0 ,0.00,,0,0,0,
040,04001,21340,4010,AUS,5,51,517,61,04.0.4010.517.61,81.0.00000,Bewirtschaftung der Grundstücke  ,235,X,,,,TGR-040-4010-Z61,3MEM12AUS,MA = ME,4010/Z61,,0000,X,X,000,000,000,"62,905.46 ","71,377.89 ",0.00 ,"68,000 ",0 ,"62,000 ","62,000 ",0 ,"-6,000 ",-9.7,"62,000 ","62,000 ",0 ,0 ,0.00,,0,0,0,
040,04001,21340,4010,AUS,5,51,518,61,04.0.4010.518.61,40.0.00000,Mieten und Pachten  ,235,X,,,,TGR-040-4010-Z61,3MEM12AUS,MA = ME,4010/Z61,,0000,X,X,000,000,000,"2,498.55 ","2,543.80 ","48,052.63 ","2,000 ",0 ,"2,000 ","2,000 ",0 ,0 ,0.0,"2,000 ","2,000 ",0 ,0 ,0.00,,0,0,0,
040,04001,21340,4010,AUS,5,51,518,61,04.0.4010.518.61,81.0.00000,Mieten und Pachten  ,235,X,,,,TGR-040-4010-Z61,3MEM12AUS,MA = ME,4010/Z61,,0000,X,X,000,000,000,"128,490.24 ","129,468.18 ",0.00 ,"131,000 ",0 ,"131,000 ","131,000 ",0 ,0 ,0.0,"131,000 ","131,000 ",0 ,0 ,0.00,,0,0,0,
040,04001,21340,4010,AUS,5,51,519,61,04.0.4010.519.61,40.0.00000,Unterhaltung der Grundstücke  ,235,X,,,,TGR-040-4010-Z61,3MEM12AUS,MA = ME,4010/Z61,,0000,X,X,000,000,000,0.00 ,0.00 ,"35,697.30 ","5,000 ",0 ,"4,000 ","4,000 ",0 ,"-1,000 ",-25.0,"4,000 ","4,000 ",0 ,0 ,0.00,,0,0,0,
040,04001,21340,4010,AUS,5,51,519,61,04.0.4010.519.61,81.0.00000,Unterhaltung der Grundstücke  ,235,X,,,,TGR-040-4010-Z61,3MEM12AUS,MA = ME,4010/Z61,,0000,X,X,000,000,000,"1,824.10 ",0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
040,04001,21340,4010,AUS,5,52,525,61,04.0.4010.525.61,40.0.00000,Lehr- und Lernmittel/Aus- und Fortbildung  ,235,X,,,,TGR-040-4010-Z61,3MEM12AUS,MA = ME,4010/Z61,,0000,X,X,000,000,000,0.00 ,667.92 ,"1,332.08 ","2,000 ",0 ,"2,000 ","2,000 ",0 ,0 ,0.0,"2,000 ","2,000 ",0 ,0 ,0.00,,0,0,0,
040,04001,21340,4010,AUS,5,52,525,92,04.0.4010.525.92,40.0.00000,Erstattung an das Zentrum für Aus- und Fortbildung  ,235,,,,,,,,,,0000,X,,000,000,000,0.00 ,"1,000.00 ",0.00 ,"1,000 ",0 ,"1,000 ","1,000 ",0 ,0 ,0.0,"1,000 ","1,000 ",0 ,0 ,0.00,,0,0,0,
040,04001,21340,4010,AUS,5,52,526,61,04.0.4010.526.61,40.0.00000,"Sachverständige, Gerichts- und ähnliche Kosten  ",235,X,,,,TGR-040-4010-Z61,3MEM12AUS,MA = ME,4010/Z61,,0000,X,X,000,000,000,712.13 ,"5,399.45 ","2,994.30 ","1,000 ",0 ,"1,000 ","1,000 ",0 ,0 ,0.0,"1,000 ","1,000 ",0 ,0 ,0.00,,0,0,0,
040,04001,21340,4010,AUS,5,52,527,61,04.0.4010.527.61,40.0.00000,Dienstreisen  ,235,X,,,,TGR-040-4010-Z61,3MEM12AUS,MA = ME,4010/Z61,,0000,X,X,000,000,000,0.00 ,0.00 ,"2,430.60 ","1,000 ",0 ,"1,000 ","1,000 ",0 ,0 ,0.0,"1,000 ","1,000 ",0 ,0 ,0.00,,0,0,0,
040,04001,21340,4010,AUS,5,53,531,61,04.0.4010.531.61,40.0.00000,Öffentlichkeitsarbeit  ,235,X,,,,TGR-040-4010-Z61,3MEM12AUS,MA = ME,4010/Z61,,0000,X,X,000,000,000,"1,231.05 ","1,572.90 ","198,988.25 ","3,000 ",0 ,"1,000 ","1,000 ",0 ,"-2,000 ",-200.0,"1,000 ","1,000 ",0 ,0 ,0.00,,0,0,0,
040,04001,21340,4010,AUS,5,53,534,61,04.0.4010.534.61,40.0.00000,Sonstige sächliche Verwaltungsausgaben  ,235,X,,,,TGR-040-4010-Z61,3MEM12AUS,MA = ME,4010/Z61,,0000,X,X,000,000,000,"20,506.51 ","16,786.67 ","10,032.76 ","2,000 ",0 ,"2,000 ","2,000 ",0 ,0 ,0.0,"2,000 ","2,000 ",0 ,0 ,0.00,,0,0,0,
040,04001,21340,4010,AUS,5,53,535,56,04.0.4010.535.56,40.0.00000,Laufender Sachaufwand im Zusammenhang mit der Informationstechnik (IT) ,235,X,X,,,EDK-040-56,,,0040/IUK,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
040,04001,21340,4010,AUS,6,67,671,56,04.0.4010.671.56,40.0.00000,Erstattung der Kosten für die Inanspruchnahme der Dienstleistungen von Dataport (inkl. IT-Arbeits- platzinfrastrukturleistungen),235,X,X,,,EDK-040-56,,,0040/IUK,,0000,,,000,000,000,"6,391.00 ",0.00 ,0.00 ,"8,000 ",0 ,0 ,0 ,0 ,"-8,000 ",0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
040,04002,21111,4100,AUS,4,42,422,91,04.0.4100.422.91,97.0.00000,"Bezüge der Beamtinnen, Beamten, Richterinnen und Richter ",610,,,,,,,,0020/KRD,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,"999,000 ","-351,000 ","1,158,000 ","1,158,000 ",0 ,"159,000 ",13.7,"1,175,000 ","1,175,000 ",0 ,"17,000 ",1.47,,0,0,0,
040,04002,21111,4100,AUS,4,42,422,91,04.0.4100.422.91,40.0.00000,"Bezüge der Beamtinnen, Beamten, Richterinnen und Richter ",610,,,,,,,,0020/KRD,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
040,04002,21111,4100,AUS,4,42,427,91,04.0.4100.427.91,40.0.00000,"Beschäftigungsentgelte, Aufwendungen für nebenamtlich und nebenberuflich Tätige ",610,,X,,,,,,0020/KRD,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
040,04002,21111,4100,AUS,4,42,427,91,04.0.4100.427.91,97.0.00000,"Beschäftigungsentgelte, Aufwendungen für nebenamtlich und nebenberuflich Tätige ",610,,X,,,,,,0020/KRD,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
040,04002,21111,4100,AUS,4,42,428,91,04.0.4100.428.91,97.0.00000,Entgelte der Arbeitnehmerinnen und Arbeitnehmer  ,610,,,,,,,,0020/KRD,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,"2,526,000 ","-1,386,000 ","2,553,000 ","2,553,000 ",0 ,"27,000 ",1.1,"2,456,000 ","2,456,000 ",0 ,"-97,000 ",-3.80,,0,0,0,
040,04002,21111,4100,AUS,4,42,428,91,04.0.4100.428.91,40.0.00000,Entgelte der Arbeitnehmerinnen und Arbeitnehmer  ,610,,,,,,,,0020/KRD,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
